Dir                  aB                  eB                  iB                  aC                  eC                  iC                 gB                  nB                  MB                  gC                  nC                  MC
  2  27.895582434572393 0.16938013412746211                 0.0   449.0911743331244 0.50644183750228589  21.682135173804927  107.48782782201479  209.88194868389348    92.6922899673214  95.316502882660615  261.92260168119401  112.52752181547832 
  3  25.467997757069835 0.058795885940150901                 0.0  126.97984991906135 0.06074060152937763  73.370953236826637  32.251647141695642    163.465403350044  156.79348619477005  79.158037962444979  13.642928932004121  283.51770556861715 
  3  25.883142216940126 0.025065404595056337                 0.0  81.789996485806981 0.39126456661862608   118.4177955233984   143.4945451017671  254.88416181848677   52.38009539011955  149.69553245185168  150.16858572716541  344.51063424463348 
  3   25.94990823501535 0.50317838595186415                 0.0  671.75326434283181 0.45260459275552456  116.05569723379409  264.78328232604918  291.92337954689918  98.519172134420046  251.61451932128102   17.40537819081602  203.29950112668527 
  3  24.976018687831896 0.16166833359100924                 0.0  144.62548889555259 0.17144765386353308  13.112302298566668  239.84523352629688  201.81139721924743  185.36490381888802  235.22027902452584  63.431379076304431  88.894908984591979 
  3  27.801697130946103 0.41793209901927492                 0.0  376.90357149032235 0.37254524141092499 0.86840453683751928  80.543132217277957  9.1253285773760151  128.96322201196176  187.62484524777605  187.36521714875678  177.91742428489471 
  3  24.644593296651692 0.34252964949027803                 0.0   329.9498854059118 0.012251195402987747  91.799947211526032  33.212787413790643   4.066011741067177  26.737848919879013  261.84635689077442  275.28281013171454   231.8166340555438 
  3  27.362808147804472 0.36380320258111531                 0.0   152.1800110254685 0.16932942240549964  154.37195147128006  224.88003471617151  330.93959511668362  76.164165560248719  200.35163765500764  186.61639989711765  59.942908491355389 
  3  23.452637407306327 0.51342682925759664                 0.0  463.87316940335069 0.59354803682366497  75.418752794641833  354.31687205642396  133.90027891367478  176.89680110454788    123.894561032406  226.79246825908729  169.61429707654418 
  4  24.947607879484497 0.079733878874405612                 0.0  271.88044700420824 0.052342184776734357  156.57921107990776  201.39530959441802  222.15085007073208  275.88043052285479  164.68592039672782  351.64463330153177  326.19816878284013 
  4   25.93367194085004 0.20639210600248534                 0.0   329.2882244082187 0.22714777786057558  118.23530451191054  239.20626974782385  330.54550169727435  39.963569599359971  334.00772413015187  87.267340605817637  64.122473094099306 
  5  28.085319720322762 0.37552849969502777                 0.0   326.8757665347772 0.38495250473564513  13.520289314401738  69.897305161778036   289.4052484788686   259.5258081952062  319.63274853937639  265.91619359302837  73.791837873618377 
  5  24.557054572875092 0.34020583971687346                 0.0  527.60171723315852 0.52281040317269334  84.465586848924161   246.4501523750383  5.4799093948438715  225.42152016263691  102.77689817350274  266.39637571356161  239.48394636568352 
  6  23.868277633659499 0.45572018974289735                 0.0  930.61159557094868 0.67607923426499561  68.486913329624329  107.36554831947112  343.41342402707477  31.759182501700657  288.83935114223465  264.19427130182243   187.0736342355801 
  6  24.750790803991009 0.21381944185752674                 0.0  257.25581236728419 0.023350569112368574  91.039834899069533  213.00950537099627  305.27798787889009  262.52183038459043  148.12181601021589  258.95197884318685  134.02663758975297 
  6  25.641361588973414 0.20280444816406068                 0.0  393.86563943816617 0.45159282398825518  80.174278938447657  144.38785738190637   137.4426014280215  221.70274065745411  258.77603218340187  152.44525767032201   258.4069266941176 
  6  23.762191007402038 0.36784263021493774                 0.0  233.67053916452318 0.090973407703122205  12.247296978507983  147.74858208811162  162.73987385783599  82.834410507943218  106.24236885724612  141.99617345260464  341.17612029257981 
  6  28.039359364073189 0.025751138895001763                 0.0  693.21850194215631 0.68511233754544754  115.21817864508108   4.741950888128641  359.27965124854268  114.14872744226875  290.80568172682649  93.563000119924396  348.85488668709695 
  6  25.957222741900782 0.16360986331442617                 0.0   451.0656180580765 0.48281556369524603  25.059506095238756  217.41475721031247  319.73242077682477  55.420908890381753  251.17887446962942   145.9932843861433  355.83011024433773 
  6  27.296258219948335 0.51423698108618499                 0.0  413.07034930939039 0.15674939040801183  46.227392469759998  31.991419467567667  342.90186259058584  183.57568387113693  24.749938991374719  187.63892487524942  289.98130074093945 
  6  25.006264237556085 0.41767618283975699                 0.0  336.75701068001013 0.72395447842847671  81.772548218409526  144.38868680547679  185.54034569317889  19.492646979056246  165.94803983029297  127.01659686513824  246.72032838848855 
  6  24.320704118789699  0.0336849657062765                 0.0  354.88152414879232 0.67608714006190462  2.2609320094109853  159.74807474258995  199.09242739689057  170.64880681595614  172.85168678573214  61.420260953964373   156.4727495115971 
  6  25.169067466652585 0.08193233650597849                 0.0  203.20915690720423  0.5940839166232037  112.64063727546824  182.25085178702014  160.81643347254123  198.43029547838412  275.05997121316165  307.83589729702732  295.50579351601289 
  7  24.583416696083464 0.46966979397216241                 0.0  281.78907355458995 0.048111665150060434  145.29870810730458  324.40488300837922  346.43544023859778  188.72567909653864  9.3612254576237852  128.10823253863083  104.45678436345861 
  7  25.628827359636873 0.035993644477305103                 0.0  195.33612780733989 0.10059333512582652   10.59195642364732   102.9548236140303  346.94757220315478  300.49908024464315   152.9675568692052  30.675593982901024  224.00435840718799 
  9  26.532334119924403 0.048524772665540464                 0.0   245.6704572983042 0.16628003517748272  4.3080248380883717  231.74160194126395  268.17820856328927  61.840628639803143   301.7822921619192  58.743931771204139  26.631374589058694 
  9  27.123682001561676 0.26116871704400929                 0.0  392.18701977622328 0.29218939944643219  115.86334105719457   294.0833739261974  128.47416022976327  287.39287271426787  122.91057101218459  66.371956990350569  85.517891621813789 
  9  28.070197949173604 0.22353573028876217                 0.0   260.5495261693892 0.21971756135862516  81.859215804863865  173.71238747729555  47.231015937067014  222.14051123758682  31.616333667178974  35.372900639043657  349.39047397343239 
  9  26.643915628722173 0.10313674498825209                 0.0  78.953274908382753 0.10087115472415031  166.67290529343606  109.94577043635113  148.60380012866696  115.11131805369858  87.149819709817933  10.406953203389126   237.5883831045449 
  9  27.808351947468939 0.17672595152667733                 0.0  317.00533077856556  0.6733097229978886  86.594351140260599  124.56966472695989  342.21617879527975  134.51131609117394  253.65511717038288  315.61136772501715  14.259815784270625 
 10  24.475327759431327 0.46394333272799682                 0.0  316.30475047145978 0.097574259910437861  127.03698584378387  77.698226810268196  37.613429081336307   9.943232277604821  229.21352165798262  98.951940401731974  168.04224331926682 
 10  25.070411895679669 0.41424779973409753                 0.0  223.97321187116401  0.3546112866322978  58.054754570568718   296.7379388959306  109.98964984052489  8.1067129456432276  120.54972584098194  50.794682479032396  156.04862269190659 
 10  27.472486785676512 0.19943051488120006                 0.0  484.53482156542458 0.57735501264675015  164.87305924099917  232.70131793426444  137.66759525242787  175.62735878847673  95.498391633132726  18.866215371875587  101.31411374175775 
 10  23.857922317591207 0.10330600761114808                 0.0   282.6048202664648 0.088672147153162628  101.69042532627549  44.233573374486738  33.576164023080054  221.45749838586354  202.45764943525788  191.56998458686533  207.13207858969398 
 10  27.562623262339905 0.042617537936073022                 0.0   90.50532119608377 0.36931084033821959  7.7979593929855762  99.440015011673282  124.06238277497572  149.86278182992393  51.578086525315442  195.08000256263884  69.900014345497368 
 10  26.858992829224832 0.22094032713212894                 0.0  133.56128415937468 0.45678672862051861  1.2759743748585173  276.77376287573657  203.42018591369731  48.608556285112392  110.46842823061904  21.570783056311534  244.23048793840627 
 10  24.378145425953335 0.35161638376866039                 0.0  102.56721465820192 0.17607450421358684  98.371508783481275  103.39732780646797  165.12475112930329    326.856469137766  256.31884559314813  203.03883875650598  145.12305964849043 
 10   23.46132362246361 0.22519344782133108                 0.0  339.56887183555307 0.21682297901538677  97.164513128857621  128.17407371628215  52.352143474278144  232.42270057277386  348.06300340482409  321.78800416313436  88.711349669718615 
 10  25.378467248979145 0.15969544177422818                 0.0  379.25985556586613 0.39352669064282308  125.16046710990821  68.457153945595067  300.54187482403796  233.18071532906134  325.17692022324417  53.752242502664132  256.19270206720245 
 10  27.671418078477984 0.36849320496944427                 0.0  229.08323318462018 0.49922709933216908  58.328322489801884  206.87186141737561  335.46776938468929  337.52046055583622   302.4081990374516  86.780053676077557  278.31585012115528 
 10  27.801090929362264  0.1121249115845773                 0.0  337.57526453026071 0.27118954203722201   37.83236669625019  192.25072759274562  336.64596170741703  10.923252434055994  244.57861729993832    127.566898909461  167.48420840439752 
 13  27.704098178542854 0.21708978725668002                 0.0  264.71080928323363  0.1545344799422157  127.90510592363215  93.823648604896974  44.526544308454881  237.40159920795716  172.02833948098638  14.925706598322787  144.61399756595438 
 13  27.903223387462923  0.3447838617120228                 0.0   111.7688495094049 0.42735356112957062  5.0232105678924555  312.05390466152011  334.46046987597828  254.74070518638928   244.3266546955708  271.44057846613481  91.546803585351313 
 14  24.877169927081393 0.48022261448351983                 0.0  304.27200080411325 0.091646894486015179  83.648358782598621   302.6935715628843 0.086462736035053389   3.911097672711481  341.17075276777871  280.25609080332134  87.604631217100035 
 14  26.625802692919958 0.076313481116548482                 0.0   292.7563899204186 0.25160672912727233   141.9153492491408  37.355174319793235  201.74769391337406  18.086861888823492   261.5710838529227  215.48858579368451  320.87611014975903 
 14  23.575984608384243 0.43246963056681825                 0.0  610.04110067762167 0.58964360453522235  67.628685199656317  79.350928625472406  44.114205809780607  111.99225662553289  90.509866818308794  255.04321565995147  150.20296897980782 
 15  23.695751507647628 0.50356785705906004                 0.0  104.25316054985225 0.16049686331998891   73.35759075569139  288.75555264599978  216.63509911958928  305.62616618765804  90.801076636302312  53.794348536023058  320.88008344271782 
 15  26.751226346018221 0.021507589301461964                 0.0  203.74561861231336  0.2844360124163855  23.192240452655085  313.29046887511862  74.202311583795549   261.8622076264711  246.98231018695975  36.332098238149705  288.74578243760959 
 17   25.82390770895805 0.21781923245166171                 0.0  298.58492912062002  0.5064414350835057  137.27542364706451  210.34151217713622  160.94138885423442  287.31792391580933  311.74611754779994  317.37724902816427  107.44918883700819 
 17  25.256698316946387 0.37763197225870554                 0.0   842.3684238838332 0.69577224834173768  45.399821454053338  29.542465786429595  243.34849142433012  87.404422396617989  281.56506333691084  30.681164462393422  220.29473304816699 
 17  24.256913539629892 0.090286937219646007                 0.0  103.73292170650939 0.29528336581173531  145.01109220856347  111.06601707987527  188.61373455263848  304.75624972787796  117.95884818389902  49.976400936675283  345.81241726636665 
 17  24.181713772415435 0.25885770313564882                 0.0  692.69246751340927 0.59863045300212137  162.11637096420216  11.540385671425458   276.8877996548394  203.03869931601895  51.409615396217205  47.353698104677576  316.67809942521967 
 17  28.009940852722281  0.1189165000030563                 0.0  91.330219665956832 0.52660191507267107   140.9749762045401  290.03862546949341  224.82267695613959   2.186879498678298  294.67992813047567  34.676091903695763  358.57923323336632 
